territory,hiv_therapy_regdispensaries,hiv_regdispensaries_numdetect,hiv_firstdiagnosis_100k,hiv_motherchild_chemoprophylaxis,hiv_regnum_firstdiagnosis,hiv_totalnumrussian_tested,hiv_russian_ibtestedpositive,hiv_russian_ifatestedpositive,hiv_totalnumforeign_tested,hiv_foreign_ibtestedpositive,hiv_foreign_ifatestedpositive,num_alldoctors_inmedorgservices,num_infectiousdoctors_inmedorgservices,per_infectious_inalldoctors,year
Сибирский федеральный округ,26.1,66.4,128.1,74.6,24745.0,3805071.0,27817.0,71130.0,161472.0,333.0,865.0,96686.0,1027.0,1.1,2014
Сибирский федеральный округ,29.1,67.6,131.5,86.5,25396.0,3897590.0,29086.0,73852.0,227423.0,389.0,1011.0,90863.0,968.0,1.1,2015
Сибирский федеральный округ,71.9,30.3,120.0,87.0,23192.0,,,,,,,91755.0,978.0,1.1,2016
Сибирский федеральный округ,43.0,88.0,115.1,89.3,22249.0,,,,,,,93958.0,960.0,1.0,2017
Сибирский федеральный округ,62.7,60.0,124.9,92.8,21489.0,,,,,,,83998.0,856.0,1.0,2018
Сибирский федеральный округ,71.4,83.9,107.8,93.7,18514.0,4982726.0,20945.0,70922.0,194530.0,200.0,909.0,83606.0,862.0,1.0,2019
Смоленская область,33.5,73.6,18.9,92.0,185.0,226665.0,222.0,642.0,9484.0,10.0,10.0,5351.0,49.0,0.9,2012
Смоленская область,35.8,65.3,30.8,81.5,300.0,242125.0,333.0,890.0,10077.0,14.0,21.0,5303.0,45.0,0.8,2013
Смоленская область,37.4,65.3,34.4,88.6,332.0,232968.0,303.0,904.0,17369.0,62.0,93.0,5259.0,40.0,0.8,2014
Смоленская область,41.4,64.9,27.6,93.3,266.0,225834.0,244.0,767.0,13375.0,30.0,31.0,4803.0,37.0,0.8,2015
Смоленская область,59.0,53.9,20.9,82.1,200.0,,,,,,,4850.0,35.0,0.7,2016
Смоленская область,61.9,85.2,22.1,92.9,211.0,,,,,,,4946.0,40.0,0.8,2017
Смоленская область,67.3,53.0,27.1,77.4,256.0,,,,,,,4856.0,42.0,0.9,2018
Смоленская область,74.9,66.6,27.8,91.4,262.0,238277.0,326.0,1088.0,7395.0,11.0,11.0,4821.0,44.0,0.9,2019
Ставропольский край,19.3,57.4,8.9,86.5,249.0,324692.0,354.0,471.0,11512.0,7.0,10.0,12513.0,87.0,0.7,2012
Ставропольский край,34.5,64.9,8.4,93.3,235.0,415656.0,373.0,484.0,12536.0,14.0,17.0,11833.0,84.0,0.7,2013
Ставропольский край,36.6,65.8,16.3,94.1,457.0,449094.0,537.0,755.0,19710.0,60.0,63.0,12120.0,86.0,0.7,2014
Ставропольский край,51.9,65.8,26.5,88.5,742.0,455539.0,834.0,1064.0,21967.0,45.0,48.0,11564.0,87.0,0.8,2015
Ставропольский край,60.8,45.4,34.8,81.0,975.0,,,,,,,11942.0,86.0,0.7,2016
Ставропольский край,52.6,91.7,25.4,92.1,711.0,,,,,,,12086.0,91.0,0.8,2017
Ставропольский край,65.0,72.8,28.4,88.0,795.0,,,,,,,12283.0,119.0,1.0,2018
Ставропольский край,70.2,85.7,23.9,90.7,669.0,816714.0,1166.0,1566.0,17220.0,15.0,19.0,12387.0,124.0,1.0,2019
Тамбовская область,44.0,61.8,12.6,92.0,136.0,140595.0,115.0,523.0,6183.0,9.0,13.0,3679.0,30.0,0.8,2012
Тамбовская область,50.5,63.8,12.0,100.0,129.0,140008.0,106.0,516.0,6970.0,12.0,12.0,3689.0,30.0,0.8,2013
Тамбовская область,50.9,71.9,14.8,92.3,157.0,150240.0,130.0,720.0,12872.0,44.0,92.0,3675.0,32.0,0.9,2014
Тамбовская область,53.5,69.5,16.2,85.7,172.0,153205.0,150.0,681.0,9870.0,15.0,32.0,3763.0,37.0,1.0,2015
Тамбовская область,71.3,67.9,12.0,96.9,126.0,,,,,,,3849.0,36.0,0.9,2016
Тамбовская область,65.4,94.2,20.1,92.3,209.0,,,,,,,3892.0,40.0,1.0,2017
Тамбовская область,66.1,96.2,24.8,92.0,254.0,,,,,,,3892.0,36.0,0.9,2018
Тамбовская область,70.8,96.9,23.6,80.0,240.0,262419.0,250.0,791.0,7513.0,11.0,16.0,4061.0,34.0,0.8,2019
Тверская область,29.1,82.0,56.2,83.0,754.0,141318.0,752.0,1076.0,17925.0,15.0,15.0,7168.0,66.0,0.9,2012
Тверская область,35.0,76.6,52.5,89.5,701.0,146003.0,691.0,1176.0,19443.0,18.0,20.0,6296.0,60.0,1.0,2013
Тверская область,38.6,79.7,68.7,84.0,904.0,148387.0,784.0,2046.0,27354.0,60.0,83.0,6272.0,47.0,0.7,2014
Тверская область,40.8,81.5,73.1,87.5,961.0,160586.0,1007.0,1261.0,36321.0,71.0,97.0,5660.0,50.0,0.9,2015
Тверская область,72.1,40.6,82.5,88.4,1076.0,,,,,,,5722.0,52.0,0.9,2016
Тверская область,49.8,92.8,43.3,87.9,562.0,,,,,,,5861.0,52.0,0.9,2017
Тверская область,53.3,79.6,43.2,85.6,552.0,,,,,,,5797.0,50.0,0.9,2018
Тверская область,66.4,80.1,51.5,88.9,654.0,313497.0,1100.0,1375.0,21729.0,17.0,19.0,5718.0,45.0,0.8,2019
Томская область,25.3,90.5,20.9,87.8,221.0,200841.0,379.0,425.0,6019.0,4.0,4.0,6583.0,100.0,1.5,2012
Томская область,16.9,62.2,173.0,69.1,1841.0,211774.0,2105.0,2333.0,7483.0,4.0,4.0,6540.0,93.0,1.4,2013
Томская область,15.7,72.6,149.0,82.3,1601.0,222011.0,1874.0,2052.0,9926.0,17.0,18.0,6577.0,82.0,1.2,2014
Томская область,16.8,74.6,164.0,93.2,1762.0,241637.0,1905.0,2041.0,11773.0,12.0,12.0,5758.0,82.0,1.4,2015
Томская область,77.3,19.9,120.1,94.7,1293.0,,,,,,,5913.0,88.0,1.5,2016
Томская область,26.2,89.4,115.5,96.2,1246.0,,,,,,,6008.0,78.0,1.3,2017
Томская область,67.6,61.5,96.2,98.9,1037.0,,,,,,,6257.0,91.0,1.5,2018
Томская область,82.4,,85.9,97.4,925.0,277749.0,1357.0,1502.0,11647.0,11.0,13.0,6082.0,83.0,1.4,2019
Тульская область,23.7,77.6,42.4,93.4,655.0,208284.0,603.0,3481.0,24379.0,52.0,115.0,5165.0,49.0,0.9,2012
Тульская область,27.1,78.1,44.3,83.1,679.0,216247.0,647.0,3726.0,23590.0,30.0,64.0,5110.0,50.0,1.0,2013
Тульская область,33.6,82.0,48.8,87.3,738.0,233268.0,670.0,3925.0,28276.0,68.0,160.0,5244.0,54.0,1.0,2014
Тульская область,40.0,82.3,54.0,89.1,818.0,248443.0,732.0,4396.0,45929.0,86.0,182.0,5296.0,52.0,1.0,2015
Тульская область,80.4,45.1,57.7,93.5,869.0,,,,,,,5430.0,50.0,0.9,2016
Тульская область,54.7,90.4,49.8,85.1,746.0,,,,,,,5517.0,53.0,1.0,2017
Тульская область,66.3,70.2,53.7,94.6,798.0,,,,,,,5454.0,51.0,0.9,2018
Тульская область,73.8,76.2,56.1,90.9,829.0,417117.0,869.0,5243.0,37042.0,31.0,91.0,5650.0,58.0,1.0,2019
Тюменская область,27.2,72.6,86.9,88.4,3007.0,254157.0,1692.0,3046.0,19070.0,23.0,30.0,17895.0,260.0,1.5,2012
Тюменская область,32.3,61.0,103.1,84.2,1428.0,319012.0,1956.0,3342.0,17741.0,27.0,45.0,18348.0,279.0,1.5,2013
Тюменская область,,,,,1581.0,286909.0,2183.0,3143.0,23047.0,56.0,74.0,18377.0,274.0,1.5,2014
Тюменская область,,,,,1741.0,297219.0,2411.0,3761.0,24351.0,47.0,67.0,18416.0,266.0,1.4,2015
Тюменская область,,,,,1968.0,,,,,,,18826.0,265.0,1.4,2016
Тюменская область,53.2,89.5,139.2,87.2,2057.0,,,,,,,20035.0,269.0,1.3,2017
Тюменская область,,,,,,,,,,,,20533.0,282.0,1.4,2018
Тюменская область,,,,,,461498.0,2074.0,3069.0,26923.0,30.0,47.0,21006.0,287.0,1.4,2019
Удмуртская Республика,29.4,68.5,36.2,92.8,549.0,197742.0,615.0,3121.0,3908.0,1.0,12.0,8337.0,113.0,1.4,2012
Удмуртская Республика,34.7,92.6,29.7,93.3,450.0,201822.0,670.0,3265.0,5021.0,6.0,44.0,8176.0,109.0,1.3,2013
Удмуртская Республика,38.2,89.1,52.2,93.9,792.0,210596.0,891.0,4305.0,6608.0,12.0,88.0,8149.0,105.0,1.3,2014
Удмуртская Республика,36.3,87.1,69.6,84.8,1056.0,221207.0,1169.0,5434.0,8392.0,11.0,88.0,8394.0,104.0,1.2,2015
Удмуртская Республика,107.3,24.4,73.8,92.2,1120.0,,,,,,,7505.0,100.0,1.3,2016
Удмуртская Республика,50.3,87.3,85.0,91.0,1289.0,,,,,,,7715.0,98.0,1.3,2017
Удмуртская Республика,62.3,76.0,70.1,94.1,1059.0,,,,,,,7431.0,102.0,1.4,2018
Удмуртская Республика,77.3,89.1,64.7,86.2,975.0,361771.0,1280.0,6255.0,7472.0,5.0,33.0,7452.0,97.0,1.3,2019
Ульяновская область,32.5,78.7,74.0,88.6,949.0,189928.0,1217.0,4000.0,4566.0,9.0,19.0,4762.0,43.0,0.9,2012
Ульяновская область,37.1,77.4,69.4,87.4,884.0,175800.0,1150.0,3946.0,4536.0,13.0,27.0,4924.0,41.0,0.8,2013
Ульяновская область,39.4,80.8,81.3,89.3,1026.0,183180.0,1291.0,4010.0,8174.0,25.0,37.0,5056.0,44.0,0.9,2014
Ульяновская область,41.4,81.2,95.1,91.6,1201.0,190623.0,1541.0,4375.0,11672.0,26.0,34.0,4910.0,43.0,0.9,2015
Ульяновская область,89.1,39.9,125.3,87.6,1576.0,,,,,,,5006.0,42.0,0.8,2016
Ульяновская область,41.0,87.7,117.1,83.7,1467.0,,,,,,,5152.0,42.0,0.8,2017
Ульяновская область,54.7,86.6,106.6,89.7,1324.0,,,,,,,5180.0,44.0,0.8,2018
Ульяновская область,64.7,67.5,103.0,89.6,1276.0,325259.0,1266.0,1784.0,7822.0,10.0,16.0,5224.0,45.0,0.9,2019
Уральский федеральный округ,28.1,74.1,103.1,86.8,12522.0,2299921.0,13462.0,44831.0,147312.0,168.0,495.0,53556.0,722.0,1.3,2012
Уральский федеральный округ,32.8,71.9,110.0,86.1,13417.0,2495445.0,14370.0,50534.0,152150.0,174.0,540.0,54782.0,755.0,1.4,2013
Уральский федеральный округ,38.1,71.7,127.1,85.5,15598.0,2553182.0,16801.0,60226.0,179468.0,364.0,817.0,54825.0,703.0,1.3,2014
Уральский федеральный округ,41.2,70.4,135.5,86.8,16633.0,2618674.0,17810.0,61409.0,209950.0,326.0,869.0,53056.0,677.0,1.3,2015
Уральский федеральный округ,73.1,42.7,116.7,84.5,14367.0,,,,,,,54014.0,684.0,1.3,2016
Уральский федеральный округ,49.7,91.6,117.5,89.2,14504.0,,,,,,,55575.0,696.0,1.3,2017
Уральский федеральный округ,59.8,76.6,108.2,90.3,13367.0,,,,,,,56280.0,683.0,1.2,2018
Уральский федеральный округ,71.3,86.5,101.3,92.5,12514.0,3493865.0,14480.0,57112.0,178423.0,161.0,426.0,56918.0,703.0,1.2,2019
Хабаровский край,27.3,78.5,18.3,94.4,246.0,272501.0,226.0,1055.0,22001.0,20.0,46.0,8027.0,91.0,1.1,2012
Хабаровский край,25.7,74.8,18.0,93.2,242.0,274710.0,236.0,642.0,22355.0,6.0,12.0,7762.0,82.0,1.1,2013
Хабаровский край,32.8,82.9,18.8,100.0,251.0,293778.0,228.0,837.0,20995.0,18.0,36.0,7550.0,57.0,0.8,2014
Хабаровский край,32.1,78.1,28.1,100.0,376.0,294783.0,349.0,804.0,27884.0,25.0,68.0,7135.0,56.0,0.8,2015
Хабаровский край,72.3,46.4,29.4,97.8,392.0,,,,,,,7727.0,68.0,0.9,2016
Хабаровский край,46.9,94.4,28.4,91.3,378.0,,,,,,,7636.0,70.0,0.9,2017
Хабаровский край,60.7,86.9,35.7,92.3,473.0,,,,,,,7554.0,78.0,1.0,2018
Хабаровский край,70.0,88.5,28.4,90.2,375.0,370963.0,464.0,1221.0,25507.0,9.0,37.0,7417.0,72.0,1.0,2019
Ханты-Мансийский автономный округ - Югра,26.2,79.5,102.0,91.4,1593.0,335275.0,1786.0,5367.0,38107.0,50.0,66.0,8559.0,126.0,1.5,2012
Ханты-Мансийский автономный округ - Югра,27.9,80.8,92.7,94.9,1468.0,341425.0,1738.0,5186.0,41293.0,43.0,64.0,8458.0,129.0,1.5,2013
Ханты-Мансийский автономный округ - Югра,31.1,83.6,107.7,91.2,1736.0,346200.0,2019.0,5824.0,55979.0,118.0,172.0,8585.0,139.0,1.6,2014
Ханты-Мансийский автономный округ - Югра,36.8,82.3,107.1,92.1,1727.0,356780.0,2112.0,6275.0,56817.0,92.0,163.0,8690.0,123.0,1.4,2015
Ханты-Мансийский автономный округ - Югра,81.7,41.6,90.2,87.6,1467.0,,,,,,,8762.0,125.0,1.4,2016
Ханты-Мансийский автономный округ - Югра,48.9,89.3,83.7,92.3,1378.0,,,,,,,9286.0,127.0,1.4,2017
Ханты-Мансийский автономный округ - Югра,64.0,75.2,82.1,93.7,1362.0,,,,,,,9401.0,136.0,1.4,2018
Ханты-Мансийский автономный округ - Югра,79.4,79.2,71.7,91.2,1193.0,587831.0,1521.0,2815.0,44202.0,28.0,60.0,9588.0,143.0,1.5,2019
Центральный федеральный округ,30.9,55.3,40.7,88.4,15700.0,7971627.0,23901.0,55211.0,282060.0,764.0,1255.0,199436.0,1718.0,0.9,2012
Центральный федеральный округ,36.0,53.4,40.0,86.9,15466.0,8143345.0,24767.0,60314.0,439343.0,920.0,1428.0,198137.0,1688.0,0.9,2013
Центральный федеральный округ,38.9,51.7,44.2,89.0,17222.0,8782838.0,26011.0,81320.0,545468.0,1576.0,3022.0,195500.0,1466.0,0.7,2014
Центральный федеральный округ,43.2,54.5,49.9,90.7,19445.0,8770116.0,29149.0,99110.0,891560.0,2173.0,4488.0,180432.0,1391.0,0.8,2015
Центральный федеральный округ,71.7,50.3,30.6,92.4,11949.0,,,,,,,181718.0,1390.0,0.8,2016
Центральный федеральный округ,56.2,95.1,33.0,87.9,12938.0,,,,,,,183888.0,1428.0,0.8,2017
Центральный федеральный округ,65.4,72.6,31.5,92.3,12405.0,,,,,,,187786.0,1421.0,0.8,2018
Центральный федеральный округ,72.3,74.4,31.4,92.9,12381.0,11732220.0,36725.0,122519.0,1136633.0,1071.0,2624.0,195706.0,1453.0,0.7,2019
Челябинская область,23.1,71.7,80.6,84.0,2804.0,677148.0,2996.0,13822.0,20139.0,21.0,80.0,14555.0,202.0,1.4,2012
Челябинская область,27.2,71.8,87.9,84.5,3064.0,681228.0,3093.0,16479.0,17950.0,18.0,44.0,14578.0,203.0,1.4,2013
Челябинская область,28.3,68.5,117.1,84.1,4095.0,760110.0,4381.0,21634.0,18161.0,36.0,145.0,14866.0,180.0,1.2,2014
Челябинская область,34.8,68.1,135.8,82.4,4751.0,809873.0,5103.0,22707.0,33121.0,47.0,147.0,13784.0,179.0,1.3,2015
Челябинская область,73.4,37.4,108.4,80.5,3795.0,,,,,,,14126.0,171.0,1.2,2016
Челябинская область,47.4,86.1,108.7,88.6,3807.0,,,,,,,14840.0,182.0,1.2,2017
Челябинская область,60.3,73.1,102.9,90.4,3584.0,,,,,,,14608.0,170.0,1.2,2018
Челябинская область,71.6,77.9,100.7,94.9,3499.0,1012923.0,4529.0,25753.0,31604.0,42.0,156.0,14658.0,170.0,1.2,2019
Чеченская Республика,35.8,43.7,16.4,93.1,213.0,192816.0,191.0,221.0,1332.0,2.0,2.0,3483.0,31.0,0.9,2012
Чеченская Республика,43.4,46.6,16.5,94.1,219.0,254576.0,214.0,243.0,1746.0,4.0,4.0,3630.0,35.0,1.0,2013
Чеченская Республика,53.0,42.6,12.9,100.0,177.0,248918.0,162.0,193.0,2611.0,2.0,2.0,3638.0,35.0,1.0,2014
Чеченская Республика,59.2,45.2,11.2,96.2,153.0,240462.0,137.0,165.0,2402.0,5.0,5.0,3771.0,36.0,1.0,2015
Чеченская Республика,51.2,54.7,8.7,100.0,121.0,,,,,,,3980.0,41.0,1.0,2016
Чеченская Республика,52.4,95.1,6.9,84.2,97.0,,,,,,,4021.0,42.0,1.0,2017
Чеченская Республика,64.7,52.1,9.7,94.7,140.0,,,,,,,4267.0,50.0,1.2,2018
Чеченская Республика,81.9,62.7,9.3,100.0,136.0,440503.0,121.0,142.0,2437.0,1.0,1.0,4353.0,51.0,1.2,2019
Чувашская Республика - Чувашия,40.7,74.3,14.1,93.8,176.0,209131.0,215.0,399.0,2066.0,2.0,2.0,6050.0,49.0,0.8,2012
Чувашская Республика - Чувашия,35.6,66.9,14.2,89.5,177.0,220901.0,246.0,370.0,2119.0,2.0,2.0,6094.0,47.0,0.8,2013
Чувашская Республика - Чувашия,49.2,79.0,15.6,86.1,193.0,234881.0,280.0,479.0,3573.0,15.0,16.0,6022.0,46.0,0.8,2014
Чувашская Республика - Чувашия,49.4,92.9,18.9,95.6,234.0,245677.0,383.0,611.0,3143.0,6.0,6.0,6100.0,44.0,0.7,2015
Чувашская Республика - Чувашия,94.3,42.7,23.9,90.2,295.0,,,,,,,6090.0,42.0,0.7,2016
Чувашская Республика - Чувашия,55.6,83.5,30.9,91.1,382.0,,,,,,,6115.0,42.0,0.7,2017
Чувашская Республика - Чувашия,66.3,60.1,31.1,89.4,382.0,,,,,,,6042.0,40.0,0.7,2018
Чувашская Республика - Чувашия,68.9,62.2,30.2,89.5,369.0,332785.0,517.0,912.0,2236.0,5.0,6.0,6025.0,40.0,0.7,2019
Чукотский автономный округ,18.6,92.1,53.0,50.0,27.0,14894.0,23.0,24.0,1712.0,4.0,4.0,371.0,4.0,1.1,2012
Чукотский автономный округ,23.5,94.2,37.4,66.7,19.0,15073.0,21.0,27.0,1721.0,4.0,4.0,373.0,4.0,1.1,2013
Чукотский автономный округ,28.0,98.0,33.6,100.0,17.0,13088.0,22.0,24.0,2126.0,1.0,1.0,331.0,5.0,1.5,2014
Чукотский автономный округ,29.2,74.6,37.6,100.0,19.0,12971.0,13.0,13.0,1586.0,4.0,4.0,326.0,6.0,1.8,2015
Чукотский автономный округ,43.1,75.0,57.8,100.0,29.0,,,,,,,346.0,6.0,1.7,2016
Чукотский автономный округ,53.2,93.3,146.5,0.0,73.0,,,,,,,369.0,7.0,1.9,2017
Чукотский автономный округ,65.8,109.6,62.6,100.0,31.0,,,,,,,375.0,7.0,1.9,2018
Чукотский автономный округ,84.6,100.6,58.4,100.0,29.0,14600.0,30.0,30.0,1127.0,0.0,0.0,357.0,6.0,1.7,2019
Южный федеральный округ,41.1,74.1,23.0,88.8,3193.0,2092976.0,3735.0,6006.0,111449.0,175.0,215.0,61023.0,645.0,1.1,2012
Южный федеральный округ,44.0,75.4,26.6,89.6,3706.0,2141857.0,4306.0,6552.0,122398.0,175.0,206.0,60941.0,661.0,1.1,2013
Южный федеральный округ,46.2,73.5,30.8,90.5,4312.0,2186414.0,4864.0,7823.0,162835.0,446.0,573.0,60389.0,612.0,1.0,2014
Южный федеральный округ,46.3,74.1,38.0,91.5,5322.0,2237537.0,5756.0,9157.0,231921.0,438.0,603.0,58568.0,609.0,1.0,2015
Южный федеральный округ,64.1,50.2,41.9,88.2,6850.0,,,,,,,68984.0,727.0,1.1,2016
Южный федеральный округ,54.5,92.5,41.2,88.9,6768.0,,,,,,,71031.0,869.0,1.2,2017
Южный федеральный округ,65.3,66.5,41.7,89.4,6866.0,,,,,,,71823.0,764.0,1.1,2018
Южный федеральный округ,73.9,69.3,41.8,90.7,6881.0,,,,,,,71312.0,764.0,1.1,2019
Ямало-Ненецкий автономный округ,30.0,74.1,31.5,92.5,169.0,136115.0,161.0,486.0,22254.0,25.0,28.0,2604.0,47.0,1.8,2012
Ямало-Ненецкий автономный округ,36.0,74.5,32.5,94.0,176.0,130640.0,176.0,526.0,27009.0,38.0,48.0,2648.0,52.0,2.0,2013
Ямало-Ненецкий автономный округ,42.7,88.5,28.1,97.7,152.0,128006.0,152.0,563.0,30210.0,56.0,69.0,2551.0,47.0,1.8,2014
Ямало-Ненецкий автономный округ,50.3,92.0,39.4,97.7,213.0,133240.0,206.0,669.0,18371.0,23.0,33.0,2687.0,51.0,1.9,2015
Ямало-Ненецкий автономный округ,89.1,61.3,51.1,90.7,273.0,,,,,,,2709.0,52.0,1.9,2016
Ямало-Ненецкий автономный округ,69.8,90.3,52.4,94.0,281.0,,,,,,,2956.0,55.0,1.9,2017
Ямало-Ненецкий автономный округ,76.6,100.0,43.1,105.7,233.0,,,,,,,2982.0,55.0,1.8,2018
Ямало-Ненецкий автономный округ,81.2,100.0,36.4,106.4,197.0,187553.0,197.0,753.0,13565.0,14.0,20.0,3089.0,51.0,1.7,2019
Ярославская область,44.7,76.5,15.3,96.2,194.0,180929.0,255.0,300.0,8072.0,9.0,12.0,7409.0,86.0,1.2,2012
Ярославская область,49.0,71.5,17.1,96.4,217.0,182581.0,278.0,383.0,11121.0,11.0,13.0,7372.0,88.0,1.2,2013
Ярославская область,51.3,67.8,21.5,94.9,274.0,194798.0,294.0,362.0,13357.0,39.0,44.0,7341.0,68.0,0.9,2014
Ярославская область,48.7,68.2,26.6,95.9,338.0,218155.0,377.0,515.0,17054.0,33.0,50.0,6706.0,68.0,1.0,2015
Ярославская область,71.1,48.3,30.9,93.8,393.0,,,,,,,6741.0,67.0,1.0,2016
Ярославская область,56.6,93.0,38.2,91.4,486.0,,,,,,,6681.0,62.0,0.9,2017
Ярославская область,59.8,69.0,50.8,91.4,641.0,,,,,,,6758.0,59.0,0.9,2018
Ярославская область,71.0,65.9,57.8,95.2,728.0,342673.0,914.0,1020.0,12431.0,40.0,40.0,6308.0,59.0,0.9,2019
